"Observations","Time.Spent.at.DentMax.Booth","Time.Spent.at.DentMed.OxyMax.Booth","Total.Time.spent.at.show","X..Buying.from.DentMax.in.the.past","Historical.Sales.Index","Sales.Frequency","Length.of.Relationship","Number.of.Referrals.Offered","Importance.of.Image.Quality","Importance.of.Diagnostic.Flexibility","Importance.of.Software.Intergation","Importance.of.Technical.Assistance","Importance.of.Price","Trust.in.TV.ads","Trust.in.Radio.Ads","Trust.in.Internet.Ads","Trust.in.Dental.Magazine.Ads","Trust.in.Peers"
"Respondent 892","12","21","150","31","22","3","4","1","5","5","5","7","7","4","4","4","5","6"
"Respondent 893","12","21","150","32","21","3","4","0","5","5","5","6","7","4","4","4","6","6"
"Respondent 894","11","20","150","32","22","3","4","0","5","5","5","6","6","5","5","4","5","5"
"Respondent 895","12","21","151","31","22","3","5","1","5","5","5","7","7","5","4","4","5","6"
"Respondent 896","11","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 897","6","11","60","6","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 898","46","26","130","100","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 899","46","26","129","100","59","6","8","12","7","7","4","5","5","5","5","4","7","6"
"Respondent 900","35","78","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 901","12","21","151","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 902","12","21","150","32","22","3","5","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 903","36","78","180","44","63","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 904","13","21","149","31","21","3","4","0","5","5","5","6","7","4","5","4","6","6"
"Respondent 905","12","21","150","32","21","4","4","1","5","5","5","6","6","5","5","4","5","6"
"Respondent 906","12","21","149","32","22","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 907","36","78","180","45","64","5","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 908","45","26","131","100","58","6","8","12","7","7","5","5","5","5","4","4","7","6"
"Respondent 909","45","26","130","99","58","6","8","12","7","7","5","5","5","5","4","4","7","6"
"Respondent 910","46","27","130","101","58","6","8","12","7","7","5","5","4","5","4","4","7","6"
"Respondent 911","12","21","149","32","21","3","5","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 912","12","20","151","32","20","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 913","12","21","150","32","20","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 914","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 915","46","26","130","100","58","6","8","12","7","7","4","6","5","5","4","4","6","6"
"Respondent 916","36","78","181","45","64","5","9","3","6","5","6","6","6","4","5","6","6","7"
"Respondent 917","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 918","36","78","182","46","64","5","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 919","36","78","181","45","63","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 920","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 921","36","78","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 922","37","77","180","45","64","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 923","12","21","150","32","20","3","5","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 924","12","22","150","31","21","3","4","1","5","6","5","6","7","4","5","4","6","6"
"Respondent 925","44","26","130","100","58","6","8","12","7","7","4","5","4","5","5","4","6","6"
"Respondent 926","13","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 927","45","26","129","100","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 928","12","21","150","32","21","3","4","0","5","5","4","6","7","4","4","4","5","6"
"Respondent 929","11","21","150","32","22","3","4","0","5","5","5","6","6","4","4","4","6","6"
"Respondent 930","7","10","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 931","12","21","150","32","22","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 932","45","26","130","99","58","6","8","12","6","7","4","6","5","5","4","3","7","6"
"Respondent 933","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 934","36","77","180","46","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 935","6","11","59","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 936","36","78","180","45","64","5","9","2","6","5","7","6","6","4","4","6","6","7"
"Respondent 937","6","11","60","6","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 938","7","11","61","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 939","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 940","45","26","129","100","59","6","8","12","7","7","4","6","4","5","4","3","6","6"
"Respondent 941","36","78","180","45","64","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 942","12","21","150","33","22","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 943","45","25","129","99","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 944","11","20","150","32","21","3","4","0","5","5","5","7","7","5","5","4","6","6"
"Respondent 945","12","22","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 946","13","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 947","36","78","180","45","64","4","9","2","6","5","7","6","6","5","5","6","6","7"
"Respondent 948","37","77","180","45","64","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 949","6","10","60","6","8","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 950","12","21","150","32","20","3","4","1","5","5","5","6","6","5","5","4","5","5"
"Respondent 951","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 952","5","11","61","5","9","1","8","0","4","4","4","7","7","4","4","3","4","6"
"Respondent 953","7","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","6"
"Respondent 954","6","11","60","7","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 955","12","21","150","32","21","3","4","0","5","5","5","6","7","4","4","4","6","6"
"Respondent 956","12","21","150","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 957","6","12","61","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 958","12","21","150","31","20","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 959","44","26","131","100","57","6","8","12","7","7","4","6","4","5","4","4","6","6"
"Respondent 960","7","11","61","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 961","36","78","179","44","64","4","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 962","36","78","180","44","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 963","7","11","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 964","12","21","149","31","20","3","4","1","5","6","5","6","7","5","5","4","5","6"
"Respondent 965","36","78","180","45","64","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 966","6","12","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 967","36","78","180","45","63","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 968","12","21","151","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 969","6","11","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 970","12","22","149","32","21","3","4","1","5","5","5","6","6","5","5","4","5","6"
"Respondent 971","45","26","130","101","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 972","12","20","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 973","12","21","151","32","21","3","5","1","5","5","5","6","7","4","4","4","6","6"
"Respondent 974","45","26","130","99","58","6","8","12","7","7","5","6","4","5","4","4","7","6"
"Respondent 975","36","78","180","44","64","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 976","12","21","151","33","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 977","37","78","180","46","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 978","36","77","180","45","64","4","9","2","6","5","7","6","6","5","5","6","6","7"
"Respondent 979","11","20","150","33","21","4","4","1","5","5","5","6","7","4","5","4","5","5"
"Respondent 980","45","26","130","101","57","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 981","13","21","150","32","21","3","4","0","5","5","5","6","6","5","5","4","5","6"
"Respondent 982","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 983","12","21","149","32","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 984","6","11","59","5","9","1","9","0","4","3","4","7","7","4","4","3","4","6"
"Respondent 985","12","21","150","31","22","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 986","13","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 987","12","21","150","33","21","3","4","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 988","11","20","150","33","21","3","5","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 989","12","21","149","32","21","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 990","12","21","150","32","21","3","4","1","5","5","5","6","7","4","5","4","6","6"
"Respondent 991","11","22","150","32","22","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 992","45","26","130","100","57","6","8","12","7","7","4","5","5","5","4","3","6","6"
"Respondent 993","36","79","180","45","64","4","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 994","12","21","150","32","21","3","5","1","5","5","5","6","6","5","4","4","5","6"
"Respondent 995","12","20","151","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 996","12","21","150","33","22","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 997","36","78","181","45","64","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 998","7","12","59","6","9","1","8","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 999","36","78","180","45","64","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1000","45","26","130","100","58","6","8","12","7","7","4","6","5","5","4","4","6","6"
"Respondent 1001","36","77","180","46","63","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1002","12","21","150","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 1003","11","21","149","33","21","3","4","1","5","5","5","6","7","4","5","4","5","5"
"Respondent 1004","12","21","150","31","21","3","5","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1005","12","22","151","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 1006","11","21","150","33","21","3","5","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 1007","12","21","149","32","22","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 1008","12","20","151","32","22","3","5","0","5","5","5","6","7","4","4","4","5","5"
"Respondent 1009","36","78","180","45","65","4","9","2","6","5","7","6","6","4","4","6","6","7"
"Respondent 1010","12","20","150","31","20","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1011","5","10","60","6","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1012","46","25","130","99","59","6","8","12","6","7","4","6","4","5","4","4","6","6"
"Respondent 1013","11","20","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1014","36","79","181","45","65","4","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 1015","36","79","179","45","64","4","9","3","6","6","6","6","6","4","5","6","6","7"
"Respondent 1016","13","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1017","6","11","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1018","46","26","129","100","59","6","8","12","7","7","4","5","5","5","4","4","7","6"
"Respondent 1019","13","21","151","32","21","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 1020","12","21","150","32","22","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1021","12","21","150","33","21","3","4","0","5","5","5","6","6","5","4","4","6","6"
"Respondent 1022","36","79","180","45","64","4","9","3","6","5","7","6","6","4","5","6","6","7"
"Respondent 1023","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1024","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1025","12","22","150","32","22","3","4","1","5","5","5","6","6","4","5","4","5","6"
"Respondent 1026","36","78","181","45","64","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1027","5","11","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1028","36","78","180","45","64","4","9","3","6","5","7","6","6","4","5","6","6","7"
"Respondent 1029","12","21","151","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1030","45","26","130","99","59","6","8","12","7","7","4","5","4","5","4","3","6","6"
"Respondent 1031","12","22","150","31","21","3","4","1","5","5","5","6","7","5","5","4","6","5"
"Respondent 1032","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1033","35","77","180","44","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1034","6","11","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1035","12","21","151","33","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1036","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 1037","12","21","150","32","22","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1038","11","21","150","32","21","3","4","0","5","5","5","6","6","5","5","4","5","6"
"Respondent 1039","44","26","130","100","57","6","8","12","7","7","5","6","5","5","4","3","6","6"
"Respondent 1040","6","11","59","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1041","12","22","150","33","21","3","4","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 1042","12","21","149","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1043","44","26","130","100","58","6","8","12","7","7","4","5","5","5","4","4","6","6"
"Respondent 1044","12","21","150","31","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 1045","11","21","150","32","20","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1046","11","21","150","32","21","3","4","1","5","5","5","7","7","4","4","4","5","6"
"Respondent 1047","12","21","150","31","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1048","7","12","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1049","12","20","150","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 1050","12","21","150","32","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1051","5","11","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1052","6","11","60","5","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1053","36","78","180","45","64","4","9","2","6","5","6","5","6","4","5","6","6","7"
"Respondent 1054","5","11","60","6","8","1","8","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1055","13","21","150","31","21","3","4","0","5","5","5","6","7","4","4","4","6","5"
"Respondent 1056","11","21","151","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1057","6","11","59","6","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1058","35","79","180","46","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1059","37","78","180","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1060","12","21","150","32","21","3","5","1","5","5","5","6","7","4","5","4","6","6"
"Respondent 1061","13","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","6","6"
